method,n,sim_id,component,mu_true,mu_hat,ci_lower,ci_upper,covered,elapsed_time
VB,100,408,1,0,-0.33324659295633385,-0.7036459468843044,0.03715276097163672,1,0.04299999999999926
VB,100,408,2,5,5.234306870744616,4.782679266781619,5.685934474707613,1,0.04299999999999926
VB,100,408,3,10,9.987004115641534,9.651825434499411,10.322182796783656,1,0.04299999999999926
VB,100,408,4,20,19.85190592283392,19.402369367979425,20.30144247768842,1,0.04299999999999926
Gibbs,100,409,1,0,0.03600424446320784,-0.3808224983296454,0.45473007644071584,1,15.819
Gibbs,100,409,2,5,4.738039233740996,4.33869685747674,5.130632850398508,1,15.819
Gibbs,100,409,3,10,9.70430488521704,9.289581866235446,10.115042011240224,1,15.819
Gibbs,100,409,4,20,19.948246977962448,19.568354083782538,20.33684380120115,1,15.819
VB,100,409,1,0,0.03434489209389549,-0.36512396207328446,0.4338137462610754,1,0.04199999999999804
VB,100,409,2,5,4.736192832873448,4.3507049985053765,5.12168066724152,1,0.04199999999999804
VB,100,409,3,10,9.705343195793972,9.306126466734325,10.10455992485362,1,0.04199999999999804
VB,100,409,4,20,19.94934640441148,19.565032678921288,20.33366012990167,1,0.04199999999999804
Gibbs,100,41,1,0,-0.2934972817138639,-0.6795099832292505,0.07719892308026059,1,16.224000000000004
Gibbs,100,41,2,5,5.003133354795366,4.580907952891397,5.416559251431929,1,16.224000000000004
Gibbs,100,41,3,10,9.617206169673462,9.2031982061902209,10.033681816456824,1,16.224000000000004
Gibbs,100,41,4,20,19.965684544509617,19.565068084591264,20.36295279993285,1,16.224000000000004
VB,100,41,1,0,-0.2903811403180364,-0.6618505521269438,0.081088271490871,1,0.04199999999999804
VB,100,41,2,5,5.007754585353314,4.6167068357942185,5.398802334912409,1,0.04199999999999804
VB,100,41,3,10,9.622424304520353,9.214341525869262,10.030507083171443,1,0.04199999999999804
VB,100,41,4,20,19.962880639914776,19.562880639914777,20.362880639914778,1,0.04199999999999804
Gibbs,100,410,1,0,-0.00237750047970769,-0.44972471549911913,0.42796909758772567,1,15.851
Gibbs,100,410,2,5,4.923941352594151,4.519188502373139,5.326291700118851,1,15.851
Gibbs,100,410,3,10,9.72282777172044,9.317116137564913,10.120469671449294,1,15.851
Gibbs,100,410,4,20,19.914524347777768,19.52772539894198,20.303048750000155,1,15.851
VB,100,410,1,0,-0.00487252906323195,-0.4256666299411563,0.4159215718146924,1,0.04400000000000048
VB,100,410,2,5,4.926818194115498,4.5568432363252676,5.296793151905728,1,0.04400000000000048
VB,100,410,3,10,9.72901090313771,9.339104406399162,10.118917399876256,1,0.04400000000000048
VB,100,410,4,20,19.911728125767993,19.519806502255832,20.30364974928015,1,0.04400000000000048
Gibbs,100,411,1,0,-0.01860670155659928,-0.3934599490138189,0.35387160124852557,1,15.906999999999998
Gibbs,100,411,2,5,5.504191564852433,5.073194264874172,5.9384971998218115,0,15.906999999999998
Gibbs,100,411,3,10,10.110891565850409,9.695229548292952,10.53369158205236,1,15.906999999999998
Gibbs,100,411,4,20,20.272005780290996,19.82678885335039,20.712461716010683,1,15.906999999999998
VB,100,411,1,0,-0.01575511724964597,-0.37315741362889554,0.34164717912960363,1,0.0470000000000006
VB,100,411,2,5,5.500004059126881,5.1163863247207555,5.883621793533006,0,0.0470000000000006
VB,100,411,3,10,10.104839369094922,9.711666761857453,10.498011976332393,1,0.0470000000000006
VB,100,411,4,20,20.27361127342047,19.824074718566024,20.72314782827492,1,0.0470000000000006
Gibbs,100,412,1,0,0.08045452259451295,-0.3245345458143578,0.47998609190112174,1,15.779000000000002
Gibbs,100,412,2,5,4.863998723640356,4.404972431134268,5.320445016787121,1,15.779000000000002
Gibbs,100,412,3,10,9.907400016738157,9.468977274758547,10.343499633299382,1,15.779000000000002
Gibbs,100,412,4,20,19.58362315175759,19.20239549437792,19.963357373139782,0,15.779000000000002
VB,100,412,1,0,0.0814339666893431,-0.2896437020794723,0.45251163545815853,1,0.04400000000000048
VB,100,412,2,5,4.863747102437677,4.453412218601584,5.27408198627377,1,0.04400000000000048
VB,100,412,3,10,9.907095149673848,9.49218732781298,10.322002971534715,1,0.04400000000000048
VB,100,412,4,20,19.582649666216575,19.205517323203388,19.95978200922976,0,0.04400000000000048
Gibbs,100,413,1,0,-0.17715684791063366,-0.6003522360038197,0.24084022575984623,1,15.86
Gibbs,100,413,2,5,5.051392288095125,4.587996333138006,5.504092003856195,1,15.86
Gibbs,100,413,3,10,9.96488315250237,9.547785685560852,10.384352822868037,1,15.86
Gibbs,100,413,4,20,20.037809125194435,19.67815233126515,20.398138653108177,1,15.86
VB,100,413,1,0,-0.16908712625765923,-0.5647237769465016,0.22654952443118304,1,0.04499999999999815
VB,100,413,2,5,5.058990939758751,4.644899538023569,5.473082341493933,1,0.04499999999999815
VB,100,413,3,10,9.96889557358985,9.560949676756138,10.37684147042356,1,0.04499999999999815
VB,100,413,4,20,20.037851410794445,19.68006563255236,20.39563718903653,1,0.04499999999999815
Gibbs,100,414,1,0,-0.07643465566813136,-0.5272516985837203,0.35199886830008825,1,15.832
Gibbs,100,414,2,5,4.958548162498017,4.549803640906465,5.372069414786983,1,15.832
Gibbs,100,414,3,10,10.01234867227473,9.55460825966013,10.467493571548394,1,15.832
Gibbs,100,414,4,20,19.856364694093887,19.470718264933044,20.226688996723645,1,15.832
VB,100,414,1,0,-0.06012298744798362,-0.4482534325825151,0.32800745768654793,1,0.0470000000000006
VB,100,414,2,5,4.965724555826032,4.598666312454658,5.332782799197406,1,0.0470000000000006
VB,100,414,3,10,10.011648890990946,9.56218417132956,10.461113610652331,1,0.0470000000000006
VB,100,414,4,20,19.856385156016056,19.479252813002883,20.23351749902923,1,0.0470000000000006
Gibbs,100,415,1,0,-0.3562570268495542,-0.7870453972296788,0.08179930682372444,1,14.442
Gibbs,100,415,2,5,4.931125983569055,4.454828870102548,5.429858328934134,1,14.442
Gibbs,100,415,3,10,9.72089389722804,9.336569663082056,10.105531087803184,1,14.442
Gibbs,100,415,4,20,20.094858819660637,19.723279713746052,20.468143921580214,1,14.442
VB,100,415,1,0,-0.3592126206439019,-0.7765630109685548,0.05813776968075102,1,0.04400000000000048
VB,100,415,2,5,4.924457781115518,4.504782629069336,5.344132933161701,1,0.04400000000000048
VB,100,415,3,10,9.7176483532354,9.348318732574947,10.086977973895848,1,0.04400000000000048
VB,100,415,4,20,20.097671125027947,19.72733206754987,20.468010182506024,1,0.04400000000000048
Gibbs,100,416,1,0,-0.16480385821380658,-0.5566730546984665,0.2308195752380774,1,14.454
Gibbs,100,416,2,5,5.0127399852708745,4.647910925137478,5.383330108956608,1,14.454
Gibbs,100,416,3,10,10.065110869486883,9.616215881332478,10.518629827562789,1,14.454
Gibbs,100,416,4,20,19.781871271028344,19.413506757825772,20.151542865164284,1,14.454
VB,100,416,1,0,-0.16475524342667827,-0.5565391992447558,0.2270287123913993,1,0.03700000000000081
VB,100,416,2,5,5.013912868831708,4.643442106487225,5.384383631176192,1,0.03700000000000081
VB,100,416,3,10,10.062063727027134,9.612554748334572,10.511572705719695,1,0.03700000000000081
VB,100,416,4,20,19.7824579300167,19.41211887253862,20.15279698749478,1,0.03700000000000081
Gibbs,100,417,1,0,0.229071745252515,-0.1304404511255151,0.5828939887109534,1,14.42
Gibbs,100,417,2,5,4.540172716057444,4.054751350946722,5.031082456916821,1,14.42
Gibbs,100,417,3,10,9.624835084784182,9.236284155149132,10.007848334751692,1,14.42
Gibbs,100,417,4,20,19.74671231824552,19.30456372864296,20.18999621277445,1,14.42
VB,100,417,1,0,0.23339968214097456,-0.10926945140496984,0.5760688156869189,1,0.04100000000000037
VB,100,417,2,5,4.5443955578435915,4.111003670133066,4.977787445554117,0,0.04100000000000037
VB,100,417,3,10,9.625690563829997,9.247514763821869,10.003866363838124,1,0.04100000000000037
VB,100,417,4,20,19.751050270145953,19.31289047281628,20.189210067475624,1,0.04100000000000037
Gibbs,100,418,1,0,0.1945382470021505,-0.25604948300949204,0.6448715224468196,1,24.079
Gibbs,100,418,2,5,4.642574290968238,4.07340724290119,5.210107357546408,1,24.079
Gibbs,100,418,3,10,10.297124424139424,9.935572682876662,10.654040884377483,1,24.079
Gibbs,100,418,4,20,19.885842868155127,19.53861831667825,20.232132894549935,1,24.079
VB,100,418,1,0,0.19778674761718135,-0.22352530413810356,0.6190987993724663,1,0.08599999999999852
VB,100,418,2,5,4.639718161681463,4.155452913826579,5.123983409536347,1,0.08599999999999852
VB,100,418,3,10,10.300338602052475,9.948348875432,10.652328328672954,1,0.08599999999999852
VB,100,418,4,20,19.88422619657206,19.532256569316857,20.23619582382727,1,0.08599999999999852
Gibbs,100,419,1,0,0.0145389752500762,-0.35550963276699143,0.38514560331716463,1,24.163
Gibbs,100,419,2,5,5.030872806948234,4.606380901698209,5.448609673965359,1,24.163
Gibbs,100,419,3,10,9.92571184141256,9.55392830083332,10.3084930235948,1,24.163
Gibbs,100,419,4,20,19.55519828209565,19.04706574262483,20.063077178423896,1,24.163
VB,100,419,1,0,0.01776124772324812,-0.3463669965643024,0.38188949201079864,1,0.06800000000000139
VB,100,419,2,5,5.032545027932434,4.6489183732336,5.416171682631268,1,0.06800000000000139
VB,100,419,3,10,9.923724357537695,9.565598825948165,10.281849889127228,1,0.06800000000000139
VB,100,419,4,20,19.55622291518555,19.050321696924275,20.062124133446822,1,0.06800000000000139
Gibbs,100,42,1,0,-0.01979062361734432,-0.3778041158353324,0.3414076142704069,1,16.152
Gibbs,100,42,2,5,5.203789283409064,4.75616674100399,5.6638487017736905,1,16.152
Gibbs,100,42,3,10,10.217909485472498,9.751167063476837,10.68643371035613,1,16.152
Gibbs,100,42,4,20,19.640818112149866,19.244616336059,20.035701395532893,1,16.152
VB,100,42,1,0,-0.02184020025004036,-0.3669957383162828,0.3233153378162021,1,0.04400000000000048
VB,100,42,2,5,5.190447368651897,4.775667291561865,5.60522744574193,1,0.04400000000000048
VB,100,42,3,10,10.214417001590256,9.781040455465272,10.64779354771524,1,0.04400000000000048
VB,100,42,4,20,19.639010160221275,19.247088536709235,20.030931783733315,1,0.04400000000000048
Gibbs,100,420,1,0,0.2629906287325952,-0.2514710324394724,0.7679171637883712,1,24.131
Gibbs,100,420,2,5,4.976642054514608,4.573513991120536,5.390692420195938,1,24.131
Gibbs,100,420,3,10,10.277666583459862,9.913275305799957,10.632533307320056,1,24.131
Gibbs,100,420,4,20,20.141792343560407,19.75465820584299,20.54282948800967,1,24.131
VB,100,420,1,0,0.2754989512685574,-0.18361489522758817,0.734612797764703,1,0.07099999999999795
VB,100,420,2,5,4.983586873939648,4.611677577703413,5.355496170175882,1,0.07099999999999795
VB,100,420,3,10,10.27865332929901,9.920991848954827,10.63631480964319,1,0.07099999999999795
VB,100,420,4,20,20.14193795908155,19.74193795908121,20.541937959081892,1,0.07099999999999795
Gibbs,100,421,1,0,-0.01536238666938487,-0.4087613482916956,0.38172853766822223,1,24.181
Gibbs,100,421,2,5,4.914464191515929,4.360108565629407,5.478658974209987,1,24.181
Gibbs,100,421,3,10,9.616130302647706,9.153237697512784,10.063106043172086,1,24.181
Gibbs,100,421,4,20,19.691841135269463,19.31284714763446,20.070954922296178,1,24.181
VB,100,421,1,0,-0.01843916288757348,-0.374945611372337,0.33806728559719007,1,0.0730000000000004
VB,100,421,2,5,4.902681400215954,4.462895705591728,5.34246709484018,1,0.0730000000000004
VB,100,421,3,10,9.61292347389536,9.203718158501648,10.022128789289074,1,0.0730000000000004
VB,100,421,4,20,19.68954641830492,19.312414075291738,20.066678761318105,1,0.0730000000000004
Gibbs,100,422,1,0,-0.15233609933487094,-0.5703225638682635,0.275783895437063,1,23.965
Gibbs,100,422,2,5,4.916760955731671,4.54892061456886,5.28220223525107,1,23.965
Gibbs,100,422,3,10,9.884708697871709,9.503331509034744,10.25377812396115,1,23.965
Gibbs,100,422,4,20,19.78793826422466,19.377603765254527,20.205906245808727,1,23.965
VB,100,422,1,0,-0.15322645444081362,-0.5705631391421127,0.26411023026048547,1,0.06200000000000116
VB,100,422,2,5,4.918348418409882,4.5476000764368365,5.289096760382927,1,0.06200000000000116
VB,100,422,3,10,9.885811511728836,9.515572803710146,10.256050219747523,1,0.06200000000000116
VB,100,422,4,20,19.788283443998175,19.370504978805076,20.206061909191273,1,0.06200000000000116
Gibbs,100,423,1,0,0.01644574809182801,-0.3794609646051086,0.4062507469842733,1,24.261
Gibbs,100,423,2,5,5.417929846856975,5.011435723788395,5.824575285892518,0,24.261
Gibbs,100,423,3,10,10.26808361222003,9.81730428932145,10.714432720121987,1,24.261
Gibbs,100,423,4,20,20.235588017681746,19.836851220955225,20.633117214609324,1,24.261
VB,100,423,1,0,0.01784634198050865,-0.35364540092862995,0.3893380848896473,1,0.06300000000000239
VB,100,423,2,5,5.421728320753713,5.044498447439783,5.798958194067644,0,0.06300000000000239
VB,100,423,3,10,10.27075558642685,9.845045858045902,10.696465314807796,1,0.06300000000000239
VB,100,423,4,20,20.236907546940436,19.83690754694043,20.63690754694044,1,0.06300000000000239
Gibbs,100,424,1,0,0.5382608340533334,-0.16653137691840594,1.262513887649672,1,24.032
Gibbs,100,424,2,5,4.850417941020562,4.432270592374855,5.274688771077637,1,24.032
Gibbs,100,424,3,10,10.093919639909847,9.731848995654484,10.45211681485551,1,24.032
Gibbs,100,424,4,20,20.11161504104686,19.761840276388465,20.450557737707936,1,24.032
VB,100,424,1,0,0.5202817905822978,-0.0670504564385106,1.1076140376031065,1,0.10000000000000142
VB,100,424,2,5,4.8382165667593,4.453637522727321,5.222795610791279,1,0.10000000000000142
VB,100,424,3,10,10.091703502819929,9.73921906894865,10.444187936691208,1,0.10000000000000142
VB,100,424,4,20,20.109595909615766,19.76316771201203,20.4560241072195,1,0.10000000000000142
Gibbs,100,425,1,0,-0.09884257178443771,-0.47814152063073306,0.276655001561832,1,24.057
Gibbs,100,425,2,5,5.513168507667004,5.044984750531065,5.975601940860302,0,24.057
Gibbs,100,425,3,10,10.20439524395928,9.85254654562526,10.558181948871844,1,24.057
Gibbs,100,425,4,20,19.985785309884395,19.57773576993568,20.397183201826003,1,24.057
VB,100,425,1,0,-0.1018799056416676,-0.4790527707721679,0.2752929594888327,1,0.06099999999999994
VB,100,425,2,5,5.511802597906745,5.064771169095294,5.958834026718196,0,0.06099999999999994
VB,100,425,3,10,10.203973198678344,9.850818013765942,10.557128383590744,1,0.06099999999999994
VB,100,425,4,20,19.9862784748879,19.57767903964732,20.39487791012848,1,0.06099999999999994
Gibbs,100,426,1,0,-0.20147568305170507,-0.5562489291981656,0.16541637153976635,1,24.131
Gibbs,100,426,2,5,5.143103177126081,4.710313386787195,5.5805960582028,1,24.131
Gibbs,100,426,3,10,10.11501004871988,9.77610309482184,10.45303585038383,1,24.131
Gibbs,100,426,4,20,19.927573387931982,19.467018524678377,20.39487884680052,1,24.131
VB,100,426,1,0,-0.20092397769815115,-0.5647879542652827,0.1629399988689804,1,0.05699999999999861
VB,100,426,2,5,5.144419981750544,4.716555737833589,5.572284225667499,1,0.05699999999999861
VB,100,426,3,10,10.116127729281745,9.7698058761833515,10.462449582380136,1,0.05699999999999861
VB,100,426,4,20,19.927403161048197,19.465555004014455,20.38925131808194,1,0.05699999999999861
Gibbs,100,427,1,0,-0.07303486537360551,-0.48764237691873097,0.3512126130638264,1,24.088
Gibbs,100,427,2,5,7.973318498073629,7.649541584863769,8.303301417719624,0,24.088
Gibbs,100,427,3,10,19.26263712046524,18.536671594527668,19.8265084673477,0,24.088
Gibbs,100,427,4,20,20.05788002990017,19.510020993325227,20.717760332476978,1,24.088
VB,100,427,1,0,-0.40947669205384335,-0.7950534885383076,-0.02389989556937904,0,0.05999999999999872
VB,100,427,2,5,4.946731388561138,4.521194328557428,5.3722684485648475,1,0.05999999999999872
VB,100,427,3,10,10.177021934051266,9.77673344922645,10.577310418876085,1,0.05999999999999872
VB,100,427,4,20,19.680501057430657,19.316600930588784,20.044401184272523,1,0.05999999999999872
Gibbs,100,428,1,0,-0.28982135128840547,-0.7029463956885493,0.11726495782856704,1,24.908
Gibbs,100,428,2,5,5.235882880957787,4.839056581730625,5.6439315067305,1,24.908
Gibbs,100,428,3,10,9.836276807995027,9.400005345068823,10.26832612076225,1,24.908
Gibbs,100,428,4,20,19.85357914467935,19.49863036656042,20.202747248162517,1,24.908
VB,100,428,1,0,-0.28885146872683737,-0.6978707454866042,0.12016780803292954,1,0.06499999999999773
VB,100,428,2,5,5.238364400404108,4.847515629758808,5.6292131710494075,1,0.06499999999999773
VB,100,428,3,10,9.834783793312374,9.40625688147119,10.263310705153556,1,0.06499999999999773
VB,100,428,4,20,19.853046831876817,19.501077204621527,20.2050164591321,1,0.06499999999999773
Gibbs,100,429,1,0,-0.23942738162875307,-0.5813297819901042,0.10673445506756106,1,23.937
Gibbs,100,429,2,5,4.800603751371652,4.4255556670120955,5.176433678393849,1,23.937
Gibbs,100,429,3,10,9.766657704708903,9.313819849026183,10.208993783889785,1,23.937
Gibbs,100,429,4,20,20.324960668505742,19.87184811102961,20.784001257829196,1,23.937
VB,100,429,1,0,-0.23996453756913497,-0.5811070103275703,0.10117793518930038,1,0.06799999999999784
VB,100,429,2,5,4.808483015551191,4.437327934388076,5.1796380967143065,1,0.06799999999999784
VB,100,429,3,10,9.77056076988686,9.344205827617085,10.196915712156637,1,0.06799999999999784
VB,100,429,4,20,20.32841731257887,19.866569155545125,20.790265469612617,1,0.06799999999999784
Gibbs,100,43,1,0,0.38448232813731553,0.01300804591175263,0.7527623785509437,0,16.233999999999998
Gibbs,100,43,2,5,5.117374119103392,4.711345016410342,5.530226668165117,1,16.233999999999998
Gibbs,100,43,3,10,10.257976211417354,9.820123303982736,10.69495003571734,1,16.233999999999998
Gibbs,100,43,4,20,19.547187915449985,19.180233811812343,19.919955680700287,0,16.233999999999998
VB,100,43,1,0,0.3851101636586223,0.02121567535970459,0.74900465195754,0,0.04100000000000037
VB,100,43,2,5,5.1194939480177455,4.71086901915738,5.528118876878111,1,0.04100000000000037
VB,100,43,3,10,10.25838584181322,9.820247633566373,10.69652405006007,1,0.04100000000000037
VB,100,43,4,20,19.546890269984345,19.176551212506322,19.91722932746237,0,0.04100000000000037
Gibbs,100,430,1,0,-0.139453076031741,-0.5228450233165136,0.239216888539022,1,23.952
Gibbs,100,430,2,5,4.585824214864449,4.081761886296154,5.092378337020669,1,23.952
Gibbs,100,430,3,10,10.41718466740804,9.997656556972014,10.832844083550702,1,23.952
Gibbs,100,430,4,20,19.931667420771085,19.565864974760693,20.302914691054255,1,23.952
VB,100,430,1,0,-0.13866934500669456,-0.4909291584920524,0.21359046847866328,1,0.07000000000000028
VB,100,430,2,5,4.587352013124827,4.126119277033017,5.048584749216636,1,0.07000000000000028
VB,100,430,3,10,10.41485126933682,9.997101051897488,10.832601486776152,1,0.07000000000000028
VB,100,430,4,20,19.932900091911527,19.568999965077865,20.29680021874519,1,0.07000000000000028
Gibbs,100,431,1,0,-0.21032671193606092,-0.617229759210973,0.2081328949642648,1,23.964
Gibbs,100,431,2,5,4.654568660188381,4.254303899989998,5.066905290743857,1,23.964
Gibbs,100,431,3,10,10.038647282541731,9.597611238410964,10.48148025706444,1,23.964
Gibbs,100,431,4,20,19.718133388450372,19.3569267978784,20.077933731214394,1,23.964
VB,100,431,1,0,-0.21862108942591577,-0.6173043524643798,0.18006217361254828,1,0.0660000000000025
VB,100,431,2,5,4.64568677805263,4.261127090078856,5.030246466026404,1,0.0660000000000025
VB,100,431,3,10,10.025520876877916,9.585979469158058,10.465062284597774,1,0.0660000000000025
VB,100,431,4,20,19.719843597994227,19.362057819752177,20.07762937623628,1,0.0660000000000025
Gibbs,100,432,1,0,0.02731004386431098,-0.48978555654152456,0.5483060297598155,1,24.03
Gibbs,100,432,2,5,4.68810493361786,4.200882383148589,5.16389977751766,1,24.03
Gibbs,100,432,3,10,10.332156883334497,9.998977479484664,10.665964263530777,1,24.03
Gibbs,100,432,4,20,19.91345860139292,19.537280672546444,20.292140038122614,1,24.03
VB,100,432,1,0,2.4318479375303075,2.103355090587521,2.760340784473094,0,0.17600000000000193
VB,100,432,2,5,9.85751783343405,9.401317245298506,10.313718421569597,0,0.17600000000000193
VB,100,432,3,10,10.591055523150036,10.141050995506133,11.04106005079394,0,0.17600000000000193
VB,100,432,4,20,19.911821919140156,19.534689576126844,20.288954262153467,1,0.17600000000000193
Gibbs,100,433,1,0,-0.06759168983262866,-0.5173384625972229,0.38797980276712,1,23.984
Gibbs,100,433,2,5,4.92297656912145,4.471184216577496,5.3686583501645275,1,23.984
Gibbs,100,433,3,10,10.022863718315705,9.689194908616937,10.35334671742512,1,23.984
Gibbs,100,433,4,20,20.004974227246883,19.615070076817112,20.38038162022488,1,23.984
VB,100,433,1,0,-0.06966994147700306,-0.5191726856368323,0.37983280268282615,1,0.07000000000000028
VB,100,433,2,5,4.922419913373491,4.483903588617745,5.360936238129237,1,0.07000000000000028
VB,100,433,3,10,10.02104683979218,9.689933938650798,10.352159740933564,1,0.07000000000000028
VB,100,433,4,20,20.00340449895236,19.61909077347119,20.38771822443353,1,0.07000000000000028
Gibbs,100,434,1,0,-0.23061571624639104,-0.6252917962921929,0.17350036942979963,1,24.094
Gibbs,100,434,2,5,4.963470959832318,4.520046040394598,5.406063109618552,1,24.094
Gibbs,100,434,3,10,9.203831936814836,8.700106653801313,9.741563872343622,0,24.094
Gibbs,100,434,4,20,19.805465049207335,19.41414305087404,20.199637818247847,1,24.094
VB,100,434,1,0,-0.2257070764271942,-0.5948631497540511,0.1434489968996627,1,0.07700000000000173
VB,100,434,2,5,4.977645448851928,4.602518072735468,5.352772824968388,1,0.07700000000000173
VB,100,434,3,10,9.208110444920306,8.764720289983215,9.651500599857398,0,0.07700000000000173
VB,100,434,4,20,19.804116827624707,19.412195204112543,20.196038451136868,1,0.07700000000000173
Gibbs,100,435,1,0,0.05528041648157082,-0.33952956453447114,0.4509914193877339,1,23.917
Gibbs,100,435,2,5,5.088364786794931,4.633267060013718,5.5251232161992,1,23.917
Gibbs,100,435,3,10,10.06967756436471,9.680140965474092,10.457776229896686,1,23.917
Gibbs,100,435,4,20,19.8345656800434,19.433485082806712,20.23916485350212,1,23.917
VB,100,435,1,0,0.05597377461660979,-0.3271763704052455,0.4391239196384651,1,0.06200000000000116
VB,100,435,2,5,5.088408914446919,4.676542360480142,5.5002754684136965,1,0.06200000000000116
VB,100,435,3,10,10.073106245467534,9.697399646192524,10.448812844742545,1,0.06200000000000116
VB,100,435,4,20,19.831979054319763,19.431979056055113,20.231979052584418,1,0.06200000000000116
Gibbs,100,436,1,0,0.7369102545437647,0.3463634943201084,1.1355488384469985,0,24.031
Gibbs,100,436,2,5,8.047201830389938,7.715014603620666,8.393414498065438,0,24.031
Gibbs,100,436,3,10,19.76023198123977,19.128580798095477,20.293978785178176,0,24.031
Gibbs,100,436,4,20,20.581442704773657,20.0177363918219,21.238632143986877,0,24.031
VB,100,436,1,0,0.18151948625390957,-0.21641620737309725,0.5794551798809164,1,0.07000000000000028
VB,100,436,2,5,5.142552267207335,4.720863103894321,5.564241430520348,1,0.07000000000000028
VB,100,436,3,10,9.991007462989758,9.554552118012362,10.427462807967157,1,0.07000000000000028
VB,100,436,4,20,20.172867507644145,19.836779701808524,20.508955313479767,1,0.07000000000000028
Gibbs,100,437,1,0,0.5276667148444033,0.08827029441716301,0.970047833701819,0,23.977
Gibbs,100,437,2,5,5.0432911634569315,4.6821917495885534,5.404930613326202,1,23.977
Gibbs,100,437,3,10,9.882994359357946,9.425984407874983,10.3412471361294,1,23.977
Gibbs,100,437,4,20,20.183306615061387,19.804838942339657,20.554255740649516,1,23.977
VB,100,437,1,0,0.5220824140720173,0.09875361468343008,0.9454112134606044,0,0.06599999999999895
VB,100,437,2,5,5.049900251757552,4.7006309705877944,5.399169532927309,1,0.06599999999999895
VB,100,437,3,10,9.887801106249045,9.45064526411538,10.32495694838271,1,0.06599999999999895
VB,100,437,4,20,20.18427574919282,19.807143406179637,20.561408092206005,1,0.06599999999999895
Gibbs,100,438,1,0,-0.17185630438606442,-0.5155129773142308,0.17753645854285127,1,24.077
Gibbs,100,438,2,5,5.037061009315826,4.5177408070316565,5.556718240698551,1,24.077
Gibbs,100,438,3,10,10.030544028806682,9.523308432332543,10.538517944507149,1,24.077
Gibbs,100,438,4,20,19.82216944322048,19.477999476174674,20.173095908997414,1,24.077
VB,100,438,1,0,-0.16895405194915433,-0.50468777773360185,0.16677967383529316,1,0.06499999999999773
VB,100,438,2,5,5.0466677209074255,4.581477701454349,5.511857740360502,1,0.06499999999999773
VB,100,438,3,10,10.04109864844591,9.554073483354994,10.528123813536826,1,0.06499999999999773
VB,100,438,4,20,19.823310052824183,19.47688185522045,20.169738250427915,1,0.06499999999999773
Gibbs,100,439,1,0,0.04482065549556929,-0.3145909176388511,0.39814779323839333,1,23.883
Gibbs,100,439,2,5,4.918834105186233,4.42138256122976,5.403468752389675,1,23.883
Gibbs,100,439,3,10,9.796469044444274,9.387118796594198,10.215889884985131,1,23.883
Gibbs,100,439,4,20,20.1163661677562,19.70252898528888,20.52132882084974,1,23.883
VB,100,439,1,0,0.04786880310436923,-0.29397486110630133,0.38971246731503983,1,0.06599999999999895
VB,100,439,2,5,4.917651897314444,4.48125031134583,5.354053483283058,1,0.06599999999999895
VB,100,439,3,10,9.79307269563049,9.392856752277876,10.193288638983104,1,0.06599999999999895
VB,100,439,4,20,20.11391209876923,19.705312663528648,20.522511534009812,1,0.06599999999999895
Gibbs,100,44,1,0,0.21922021555061577,-0.23280618442577977,0.6870684216479376,1,16.08
Gibbs,100,44,2,5,5.053700280653567,4.5893472460217515,5.500102780046812,1,16.08
Gibbs,100,44,3,10,10.142215871480383,9.77561128731777,10.509543576713302,1,16.08
Gibbs,100,44,4,20,20.38467872848508,19.99484472880119,20.77621714696939,1,16.08
VB,100,44,1,0,0.2245315443553877,-0.20567487635234857,0.654737965063124,1,0.04499999999999815
VB,100,44,2,5,5.0551155319947325,4.64926145294056,5.460969611048905,1,0.04499999999999815
VB,100,44,3,10,10.145256161435032,9.792950923148682,10.497561399721382,1,0.04499999999999815
VB,100,44,4,20,20.383290997853084,19.991369374340906,20.775212621365263,1,0.04499999999999815
Gibbs,100,440,1,0,-0.0963854808771216,-0.5104595213247578,0.31038722488423404,1,23.955
Gibbs,100,440,2,5,5.21696482272457,4.814394464482318,5.609118429419247,1,23.955
Gibbs,100,440,3,10,9.751759899835644,9.314825199215894,10.17860010316635,1,23.955
Gibbs,100,440,4,20,19.751708079618034,19.37333553897585,20.137644629212065,1,23.955
VB,100,440,1,0,-0.0963405750884469,-0.4963467764277494,0.3036656262508556,1,0.06499999999999773
VB,100,440,2,5,5.219565334164444,4.837203238970947,5.601927429357941,1,0.06499999999999773
VB,100,440,3,10,9.755057075369043,9.352827402935803,10.157286747802283,1,0.06499999999999773
VB,100,440,4,20,19.748958879398003,19.364645153907784,20.133272604888223,1,0.06499999999999773
Gibbs,100,441,1,0,0.12083842322633814,-0.23044401528195185,0.47342530317715176,1,23.907
Gibbs,100,441,2,5,5.060213642240772,4.5932894780217195,5.523245496305597,1,23.907
Gibbs,100,441,3,10,9.930291079947263,9.544938237172932,10.31499963374635,1,23.907
Gibbs,100,441,4,20,19.984188693599236,19.541914618447375,20.408977407860824,1,23.907
VB,100,441,1,0,0.11726746322873356,-0.22346598108515997,0.45800090754262707,1,0.06200000000000116
VB,100,441,2,5,5.058008520453675,4.6203398805358376,5.495677160371512,1,0.06200000000000116
VB,100,441,3,10,9.926343808082216,9.548343784381474,10.30434383178296,1,0.06200000000000116
VB,100,441,4,20,19.98219925236641,19.54403945503671,20.420359049696103,1,0.06200000000000116
